,year,month,day,max,min
1379,2021,9,day23,15.919126,11.579516
1380,2021,9,day24,10.645259,6.111203
1381,2021,9,day25,14.991574,10.692252
1382,2021,9,day26,13.478721,7.73879
1383,2021,9,day27,15.857106,10.910019
1384,2021,9,day28,11.637742,6.377707
1385,2021,9,day29,14.876698,8.073795
1386,2021,9,day3,15.140876,9.831672
1387,2021,9,day30,14.483914,9.211683
1388,2021,9,day31,11.703532,7.404782
1389,2021,9,day4,13.390345,9.358468
1390,2021,9,day5,11.275824,5.020597
1391,2021,9,day6,11.895253,5.404383
1392,2021,9,day7,12.855357,6.488593
1393,2021,9,day8,13.031961,5.941508
1394,2021,9,day9,11.244331,3.642558
1395,2021,10,day1,10.216276,3.096528
1396,2021,10,day10,14.015549,8.704374
1397,2021,10,day11,9.547277,4.554402
1398,2021,10,day12,11.134457,5.080618
1399,2021,10,day13,13.0631,8.022433
1400,2021,10,day14,14.94406,10.819731
1401,2021,10,day15,11.426353,5.617549
1402,2021,10,day16,13.488471,8.48906
1403,2021,10,day17,11.772259,4.556672
1404,2021,10,day18,9.838758,5.790931
1405,2021,10,day19,13.982234,6.051965
1406,2021,10,day2,12.508248,7.886606
1407,2021,10,day20,9.784291,2.489598
1408,2021,10,day21,11.233438,4.712248
1409,2021,10,day22,12.86811,6.538815
1410,2021,10,day23,10.552924,3.301936
1411,2021,10,day24,9.130801,4.872913
1412,2021,10,day25,14.414976,8.641251
1413,2021,10,day26,9.772749,2.152437
1414,2021,10,day27,13.976137,8.649937
1415,2021,10,day28,9.256178,3.412198
1416,2021,10,day29,10.007935,3.712398
1417,2021,10,day3,9.98625,4.122029
1418,2021,10,day30,13.930112,8.350118
1419,2021,10,day31,9.176894,2.444042
1420,2021,10,day4,11.439075,5.295377
1421,2021,10,day5,14.787808,9.957263
1422,2021,10,day6,10.849846,5.789815
1423,2021,10,day7,9.719481,5.08902
1424,2021,10,day8,13.116329,5.810782
1425,2021,10,day9,13.181268,9.019949
1426,2021,11,day1,11.10864,6.249776
1427,2021,11,day10,14.884805,7.70542
1428,2021,11,day11,16.008218,8.880555
1429,2021,11,day12,12.226469,6.048398
1430,2021,11,day13,12.979874,5.329166
1431,2021,11,day14,13.086156,7.532631
1432,2021,11,day15,11.150692,5.875182
1433,2021,11,day16,11.385918,3.802859
1434,2021,11,day17,14.743026,10.508662
1435,2021,11,day18,16.020985,9.903256
1436,2021,11,day19,14.67285,6.674427
1437,2021,11,day2,11.194703,6.075285
1438,2021,11,day20,15.915676,11.515139
1439,2021,11,day21,14.012983,8.946875
1440,2021,11,day22,14.969508,7.30047
1441,2021,11,day23,10.407249,2.421681
1442,2021,11,day24,11.388266,4.002246
1443,2021,11,day25,14.856141,9.436922
1444,2021,11,day26,15.10713,7.726247
1445,2021,11,day27,11.128399,4.758321
1446,2021,11,day28,14.909058,8.118552
1447,2021,11,day29,15.555677,11.442851
1448,2021,11,day3,15.37234,11.233742
1449,2021,11,day30,14.275162,6.484927
1450,2021,11,day31,13.453436,7.201
1451,2021,11,day4,13.786856,8.803717
1452,2021,11,day5,11.842428,6.194459
1453,2021,11,day6,13.375929,9.132012
1454,2021,11,day7,11.750453,7.201509
1455,2021,11,day8,11.268544,3.729934
1456,2021,11,day9,13.226681,6.703664
1457,2021,12,day1,14.129402,6.177377
1458,2021,12,day10,13.131477,6.785041
1459,2021,12,day11,18.503345,11.405879
1460,2021,12,day12,18.078885,10.636207
1461,2021,12,day13,18.763353,13.268989
1462,2021,12,day14,18.651539,13.069157
1463,2021,12,day15,13.606193,8.399132
1464,2021,12,day16,13.81871,9.188694
1465,2021,12,day17,18.692161,11.524791
1466,2021,12,day18,18.763973,12.167252
1467,2021,12,day19,14.045216,6.170244
1468,2021,12,day2,18.289758,12.320851
1469,2021,12,day20,17.161362,9.445982
1470,2021,12,day21,17.721951,12.829002
1471,2021,12,day22,16.533701,11.832294
1472,2021,12,day23,14.840939,8.086946
1473,2021,12,day24,13.76409,6.848766
1474,2021,12,day25,18.692729,10.897936
1475,2021,12,day26,15.349609,7.372476
1476,2021,12,day27,18.791104,14.661573
1477,2021,12,day28,16.614332,8.930179
1478,2021,12,day29,18.80519,13.921609
1479,2021,12,day3,14.854318,8.892573
1480,2021,12,day30,16.393301,8.64655
1481,2021,12,day31,13.84386,6.862487
1482,2021,12,day4,13.541544,8.611051
1483,2021,12,day5,14.312854,8.20706
1484,2021,12,day6,13.004101,5.332516
1485,2021,12,day7,14.208786,9.686828
1486,2021,12,day8,17.301626,9.626503
1487,2021,12,day9,18.065705,12.771349
1488,2022,1,day1,18.427976,10.498457
1489,2022,1,day10,22.307312,16.334984
1490,2022,1,day11,19.272275,13.08818
1491,2022,1,day12,17.608571,11.690614
1492,2022,1,day13,22.184304,15.580426
1493,2022,1,day14,21.122962,16.472336
1494,2022,1,day15,17.442256,10.059206
1495,2022,1,day16,18.769452,13.494584
1496,2022,1,day17,22.709973,18.413171
1497,2022,1,day18,18.020631,12.5188
1498,2022,1,day19,21.391911,15.203725
1499,2022,1,day2,18.007325,10.466043
1500,2022,1,day20,22.388745,18.016326
1501,2022,1,day21,20.564183,14.109604
1502,2022,1,day22,19.896421,15.772448
1503,2022,1,day23,22.654654,17.994665
1504,2022,1,day24,22.33852,17.710105
1505,2022,1,day25,17.607547,12.785345
1506,2022,1,day26,18.139906,11.351119
1507,2022,1,day27,21.332229,14.412333
1508,2022,1,day28,18.591589,13.465496
1509,2022,1,day29,18.42529,14.226748
1510,2022,1,day3,17.532356,10.696493
1511,2022,1,day30,20.430619,13.071201
1512,2022,1,day31,17.92154,12.478224
1513,2022,1,day4,20.834616,13.288002
1514,2022,1,day5,19.67978,14.61893
1515,2022,1,day6,18.497245,14.226066
1516,2022,1,day7,18.539948,14.107809
1517,2022,1,day8,17.007687,11.463939
1518,2022,1,day9,21.395507,13.5191
1519,2022,2,day1,23.565636,18.387438
1520,2022,2,day10,23.21641,17.433309
1521,2022,2,day11,22.579776,16.719544
1522,2022,2,day12,22.357454,17.283206
1523,2022,2,day13,21.369836,14.360896
1524,2022,2,day14,25.004811,20.661982
1525,2022,2,day15,23.062748,16.896952
1526,2022,2,day16,26.824233,20.465327
1527,2022,2,day17,24.321611,16.958423
1528,2022,2,day18,25.910431,20.235903
1529,2022,2,day19,24.213086,16.74551
1530,2022,2,day2,24.972121,18.571259
1531,2022,2,day20,23.848946,16.322331
1532,2022,2,day21,23.857574,19.541753
1533,2022,2,day22,26.416663,19.55944
1534,2022,2,day23,24.012609,16.410789
1535,2022,2,day24,25.802702,19.092562
1536,2022,2,day25,24.721639,20.240511
1537,2022,2,day26,25.543133,20.851617
1538,2022,2,day27,26.906208,19.017548
1539,2022,2,day28,25.850764,21.34602
1540,2022,2,day29,23.540249,15.58713
1541,2022,2,day3,22.198049,18.095106
1542,2022,2,day30,23.612359,15.623283
1543,2022,2,day31,24.763357,17.426925
1544,2022,2,day4,22.024993,16.857747
1545,2022,2,day5,21.491617,14.11654
1546,2022,2,day6,22.85012,17.260251
1547,2022,2,day7,23.934581,17.290421
1548,2022,2,day8,21.546821,15.370317
1549,2022,2,day9,22.109287,14.567317
1550,2022,3,day1,25.475521,17.832303
1551,2022,3,day10,29.566103,21.86639
1552,2022,3,day11,27.304306,22.900344
1553,2022,3,day12,25.64476,19.502226
1554,2022,3,day13,25.991418,20.347858
1555,2022,3,day14,26.226464,20.284125
1556,2022,3,day15,27.581976,23.432113
1557,2022,3,day16,25.580688,21.005277
1558,2022,3,day17,27.580135,20.80549
1559,2022,3,day18,24.160898,16.602602
1560,2022,3,day19,25.917168,20.966851
1561,2022,3,day2,29.413247,25.145199
1562,2022,3,day20,28.402702,20.719362
1563,2022,3,day21,29.310391,25.22946
1564,2022,3,day22,28.832519,23.620299
1565,2022,3,day23,25.610283,19.643806
1566,2022,3,day24,28.1053,23.712431
1567,2022,3,day25,29.141603,24.604061
1568,2022,3,day26,29.77352,24.001077
1569,2022,3,day27,28.883143,23.805463
1570,2022,3,day28,26.42884,19.84662
1571,2022,3,day29,25.055817,20.210255
1572,2022,3,day3,26.256798,20.667378
1573,2022,3,day30,28.87202,21.908241
1574,2022,3,day31,28.485163,21.016407
1575,2022,3,day4,25.884964,20.780161
1576,2022,3,day5,26.677146,19.183281
1577,2022,3,day6,28.647507,22.155275
1578,2022,3,day7,27.063575,21.3852
1579,2022,3,day8,26.414858,21.822059
1580,2022,3,day9,27.455808,20.422298
1581,2022,4,day1,29.926104,23.865026
1582,2022,4,day10,28.030758,21.489119
1583,2022,4,day11,25.743237,21.620984
1584,2022,4,day12,27.234801,20.858626
1585,2022,4,day13,26.065502,18.583579
1586,2022,4,day14,28.521281,23.122242
1587,2022,4,day15,25.981082,18.403114
1588,2022,4,day16,29.493767,22.738365
1589,2022,4,day17,26.710416,21.164154
1590,2022,4,day18,25.977444,19.688412
1591,2022,4,day19,30.789506,23.361061
1592,2022,4,day2,25.953835,20.709342
1593,2022,4,day20,28.884279,22.173498
1594,2022,4,day21,26.614501,20.976473
1595,2022,4,day22,25.120314,17.999099
1596,2022,4,day23,29.605436,25.569844
1597,2022,4,day24,30.469093,23.879606
1598,2022,4,day25,28.606852,24.572997
1599,2022,4,day26,26.514343,19.294
1600,2022,4,day27,26.832758,18.96466
1601,2022,4,day28,28.856442,23.161215
1602,2022,4,day29,27.258853,21.864016
1603,2022,4,day3,28.040772,23.498172
1604,2022,4,day30,26.511992,20.6452
1605,2022,4,day31,29.063177,21.765934
1606,2022,4,day4,30.107772,22.590442
1607,2022,4,day5,25.173689,20.402635
1608,2022,4,day6,29.99758,22.649673
1609,2022,4,day7,26.496942,20.671147
1610,2022,4,day8,30.508186,23.689651
1611,2022,4,day9,26.643865,19.34984
1612,2022,5,day1,26.311118,21.90187
1613,2022,5,day10,24.827779,17.765881
1614,2022,5,day11,29.326325,22.104606
1615,2022,5,day12,28.742386,22.342252
1616,2022,5,day13,27.891385,21.168362
1617,2022,5,day14,28.255902,21.6343
1618,2022,5,day15,29.913018,24.875313
1619,2022,5,day16,26.439597,20.886498
1620,2022,5,day17,24.140117,17.307841
1621,2022,5,day18,27.360458,22.600797
1622,2022,5,day19,28.287502,23.39805
1623,2022,5,day2,26.997286,20.347864
1624,2022,5,day20,27.136014,19.996426
1625,2022,5,day21,29.367362,22.679888
1626,2022,5,day22,26.972092,19.590415
1627,2022,5,day23,28.972035,21.466056
1628,2022,5,day24,25.015018,20.624606
1629,2022,5,day25,24.695868,19.661261
1630,2022,5,day26,28.778266,21.726594
1631,2022,5,day27,25.026613,18.307764
1632,2022,5,day28,25.941998,21.584799
1633,2022,5,day29,26.059904,19.083064
1634,2022,5,day3,28.987907,23.490988
1635,2022,5,day30,25.770715,18.618353
1636,2022,5,day31,25.916106,20.873869
1637,2022,5,day4,27.812256,21.376056
1638,2022,5,day5,25.719059,21.286641
1639,2022,5,day6,24.311226,16.357782
1640,2022,5,day7,27.771772,20.325805
1641,2022,5,day8,25.495085,18.65071
1642,2022,5,day9,29.282446,24.087282
1643,2022,6,day1,22.764307,15.359451
1644,2022,6,day10,26.439726,20.60944
1645,2022,6,day11,22.898301,16.035627
1646,2022,6,day12,25.673647,19.723324
1647,2022,6,day13,24.786197,20.0789
1648,2022,6,day14,24.806994,20.78814
1649,2022,6,day15,22.641167,15.596394
1650,2022,6,day16,22.011635,14.9537
1651,2022,6,day17,23.937463,16.883186
1652,2022,6,day18,21.528248,15.070329
1653,2022,6,day19,24.800925,19.187351
1654,2022,6,day2,23.823219,16.357646
1655,2022,6,day20,26.791967,21.258701
1656,2022,6,day21,21.226352,16.428695
1657,2022,6,day22,23.238608,19.1823
1658,2022,6,day23,22.933279,15.600364
1659,2022,6,day24,22.14346,15.436468
1660,2022,6,day25,24.760122,19.764829
1661,2022,6,day26,25.161148,19.783749
1662,2022,6,day27,21.773585,16.239383
1663,2022,6,day28,24.532024,19.863943
1664,2022,6,day29,25.943063,20.750254
1665,2022,6,day3,24.501448,16.724244
1666,2022,6,day30,22.744967,15.833639
1667,2022,6,day31,24.57822,19.226879
1668,2022,6,day4,21.427294,13.86959
1669,2022,6,day5,24.002864,16.532873
1670,2022,6,day6,23.290015,18.096592
1671,2022,6,day7,21.324372,13.907413
1672,2022,6,day8,21.824192,17.023005
1673,2022,6,day9,23.455151,17.177537
1674,2022,7,day1,22.327844,14.345955
1675,2022,7,day10,22.259265,17.236108
1676,2022,7,day11,20.208401,16.014053
1677,2022,7,day12,22.968081,16.320202
1678,2022,7,day13,20.921406,16.842439
1679,2022,7,day14,21.138498,15.471396
1680,2022,7,day15,19.281523,13.092393
1681,2022,7,day16,19.846378,15.23387
1682,2022,7,day17,21.171152,14.649907
1683,2022,7,day18,18.806699,12.16004
1684,2022,7,day19,20.974898,15.894989
1685,2022,7,day2,19.056397,11.450862
1686,2022,7,day20,20.633806,16.085152
1687,2022,7,day21,21.983916,17.564259
1688,2022,7,day22,21.312597,16.841659
1689,2022,7,day23,17.684075,13.25902
1690,2022,7,day24,18.19188,13.392882
1691,2022,7,day25,18.577963,12.485379
1692,2022,7,day26,18.210039,11.396292
1693,2022,7,day27,18.772107,14.614484
1694,2022,7,day28,19.978128,15.147352
1695,2022,7,day29,22.598746,17.276332
1696,2022,7,day3,19.155505,14.401801
1697,2022,7,day30,17.016428,10.329895
1698,2022,7,day31,22.44128,15.100352
1699,2022,7,day4,22.688506,15.015684
1700,2022,7,day5,19.42035,14.506677
1701,2022,7,day6,21.363013,16.83819
1702,2022,7,day7,21.40446,15.045688
1703,2022,7,day8,18.013908,12.547543
1704,2022,7,day9,20.903242,16.753789
1705,2022,8,day1,17.014132,12.417554
1706,2022,8,day10,13.569991,6.537175
1707,2022,8,day11,13.275335,5.86734
1708,2022,8,day12,16.98013,12.298081
1709,2022,8,day13,15.145164,9.394306
1710,2022,8,day14,16.730842,9.21694
1711,2022,8,day15,13.557708,6.297851
1712,2022,8,day16,14.097217,8.494106
1713,2022,8,day17,18.77386,13.686527
1714,2022,8,day18,15.314293,7.911607
1715,2022,8,day19,17.799395,11.204009
1716,2022,8,day2,13.540496,7.493675
1717,2022,8,day20,17.781457,13.329231
1718,2022,8,day21,17.177019,12.942434
1719,2022,8,day22,18.654802,14.01722
1720,2022,8,day23,15.496166,9.133165
1721,2022,8,day24,17.813589,11.100016
1722,2022,8,day25,14.087563,8.56856
1723,2022,8,day26,15.151593,11.036329
1724,2022,8,day27,17.106785,9.752639
1725,2022,8,day28,18.840667,14.318046
1726,2022,8,day29,18.522388,14.070638
1727,2022,8,day3,17.341382,12.93622
1728,2022,8,day30,15.467706,11.283816
1729,2022,8,day31,14.569677,9.312725
1730,2022,8,day4,14.535353,9.610711
1731,2022,8,day5,18.931996,13.747907
1732,2022,8,day6,15.785664,11.386428
1733,2022,8,day7,14.048211,9.890433
1734,2022,8,day8,14.743403,7.537019
1735,2022,8,day9,14.876243,7.922082
1736,2022,9,day1,14.299206,7.58749
1737,2022,9,day10,15.998547,11.780282
1738,2022,9,day11,13.932189,9.30448
1739,2022,9,day12,15.16487,7.757386
1740,2022,9,day13,15.288291,10.98883
1741,2022,9,day14,13.021685,8.058117
1742,2022,9,day15,15.892667,11.691264
1743,2022,9,day16,11.408036,4.834767
1744,2022,9,day17,12.491459,7.551459
1745,2022,9,day18,12.826364,5.621319
1746,2022,9,day19,12.760388,5.334031
1747,2022,9,day2,14.676969,8.370373
1748,2022,9,day20,12.754205,8.279378
1749,2022,9,day21,13.056037,6.442545
1750,2022,9,day22,10.687657,5.038303
1751,2022,9,day23,13.414583,9.413904
1752,2022,9,day24,10.61717,4.200357
1753,2022,9,day25,13.786194,8.567802
1754,2022,9,day26,13.121823,8.294418
1755,2022,9,day27,14.100643,6.299222
1756,2022,9,day28,12.251852,8.034751
1757,2022,9,day29,11.409305,5.591466
1758,2022,9,day3,13.46187,5.550288
1759,2022,9,day30,13.432702,6.95367
1760,2022,9,day31,12.910599,6.28193
1761,2022,9,day4,14.090863,8.73766
1762,2022,9,day5,13.210416,6.408095
1763,2022,9,day6,10.64325,3.996397
1764,2022,9,day7,11.563259,6.180261
1765,2022,9,day8,14.12957,8.590064
1766,2022,9,day9,15.105995,8.872618
1767,2022,10,day1,13.295481,8.839388
1768,2022,10,day10,14.581298,9.009712
1769,2022,10,day11,11.742276,4.616594
1770,2022,10,day12,13.300727,8.869664
1771,2022,10,day13,11.486822,3.780316
1772,2022,10,day14,14.024797,7.669553
1773,2022,10,day15,13.632871,7.830853
1774,2022,10,day16,12.95074,5.125979
1775,2022,10,day17,9.807816,3.812502
1776,2022,10,day18,12.182186,7.9879
1777,2022,10,day19,14.61185,7.256585
1778,2022,10,day2,13.55592,8.668931
1779,2022,10,day20,11.897592,5.86426
1780,2022,10,day21,14.526974,9.818164
1781,2022,10,day22,12.471326,5.549348
1782,2022,10,day23,9.770291,4.220668
1783,2022,10,day24,12.603276,5.072493
1784,2022,10,day25,12.024661,6.48601
1785,2022,10,day26,14.877005,7.213364
1786,2022,10,day27,13.574248,8.479864
1787,2022,10,day28,14.781561,6.899595
1788,2022,10,day29,11.717074,7.183587
1789,2022,10,day3,11.048143,3.728607
1790,2022,10,day30,11.476473,4.676416
1791,2022,10,day31,13.490561,8.294909
1792,2022,10,day4,14.786602,9.618668
1793,2022,10,day5,12.131911,5.323526
1794,2022,10,day6,9.274669,4.618047
1795,2022,10,day7,9.842695,2.975271
1796,2022,10,day8,13.329355,8.901509
1797,2022,10,day9,12.665111,7.914937
1798,2022,11,day1,14.280763,6.837932
1799,2022,11,day10,12.954016,6.671464
1800,2022,11,day11,14.07474,8.404828
1801,2022,11,day12,14.559009,7.193452
1802,2022,11,day13,11.787365,4.39816
1803,2022,11,day14,14.921625,8.830706
1804,2022,11,day15,10.22343,5.642123
1805,2022,11,day16,14.093322,9.293712
1806,2022,11,day17,14.572907,9.929165
1807,2022,11,day18,11.79149,6.789246
1808,2022,11,day19,15.108088,8.345708
1809,2022,11,day2,14.343043,6.600995
1810,2022,11,day20,11.84264,4.828264
1811,2022,11,day21,10.265635,3.00953
1812,2022,11,day22,10.686677,3.214535
1813,2022,11,day23,14.508752,7.049386
1814,2022,11,day24,14.526273,8.281191
1815,2022,11,day25,11.49737,4.360141
1816,2022,11,day26,14.864727,9.714173
1817,2022,11,day27,14.058758,6.352819
1818,2022,11,day28,12.397125,4.570317
1819,2022,11,day29,15.926733,10.676117
1820,2022,11,day3,13.867296,9.06374
1821,2022,11,day30,13.384544,9.332683
1822,2022,11,day31,11.579844,5.097597
1823,2022,11,day4,13.816802,8.654484
1824,2022,11,day5,12.143558,5.454063
1825,2022,11,day6,15.95981,9.359464
1826,2022,11,day7,15.821755,9.806182
1827,2022,11,day8,14.237669,8.948143
1828,2022,11,day9,10.764228,5.355277
1829,2022,12,day1,17.685549,10.205077
1830,2022,12,day10,15.571047,9.344652
1831,2022,12,day11,13.780399,7.444455
1832,2022,12,day12,14.530097,9.207846
1833,2022,12,day13,17.258136,12.638913
1834,2022,12,day14,13.92222,8.6317
1835,2022,12,day15,13.305133,5.575605
1836,2022,12,day16,16.693652,10.046091
1837,2022,12,day17,15.943306,9.652598
1838,2022,12,day18,15.148514,8.012388
1839,2022,12,day19,14.907154,10.027306
1840,2022,12,day2,17.979901,10.333955
1841,2022,12,day20,14.103215,9.830509
1842,2022,12,day21,16.030842,10.367117
1843,2022,12,day22,16.222216,11.854433
1844,2022,12,day23,14.327188,9.473773
1845,2022,12,day24,14.991301,9.54811
1846,2022,12,day25,14.310672,7.300049
1847,2022,12,day26,16.182993,8.196469
1848,2022,12,day27,17.94213,10.017598
1849,2022,12,day28,13.052822,6.377068
1850,2022,12,day29,15.674003,8.056018
1851,2022,12,day3,17.227774,10.637245
1852,2022,12,day30,16.682207,10.19768
1853,2022,12,day31,18.753381,12.023175
1854,2022,12,day4,17.530646,11.344186
1855,2022,12,day5,16.620322,9.515735
1856,2022,12,day6,18.785739,13.609028
1857,2022,12,day7,14.064555,7.33392
1858,2022,12,day8,14.121859,9.426679
1859,2022,12,day9,16.083081,10.574288
1860,2023,1,day1,18.925622,11.261892
1861,2023,1,day10,20.227849,16.198527
1862,2023,1,day11,17.392831,10.71149
1863,2023,1,day12,21.641494,14.18169
1864,2023,1,day13,19.545257,15.129549
1865,2023,1,day14,20.226525,13.415554
1866,2023,1,day15,22.857344,15.756517
1867,2023,1,day16,20.879367,13.120363
1868,2023,1,day17,21.481345,16.866327
1869,2023,1,day18,19.755351,14.42849
1870,2023,1,day19,17.525125,13.308053
1871,2023,1,day2,22.669926,17.126422
1872,2023,1,day20,21.765289,15.532952
1873,2023,1,day21,20.449774,15.539191
1874,2023,1,day22,18.551888,12.999757
1875,2023,1,day23,20.781304,15.049203
1876,2023,1,day24,17.101346,10.408151
1877,2023,1,day25,20.209006,13.643315
1878,2023,1,day26,20.710096,13.686254
1879,2023,1,day27,20.513648,13.71012
1880,2023,1,day28,17.435537,9.723346
1881,2023,1,day29,17.636813,10.489246
1882,2023,1,day3,20.241424,15.110108
1883,2023,1,day30,18.808104,14.462083
1884,2023,1,day31,21.591645,15.840941
1885,2023,1,day4,22.468016,15.179579
1886,2023,1,day5,19.249748,12.038481
1887,2023,1,day6,19.673341,15.497935
1888,2023,1,day7,22.38969,17.61964
1889,2023,1,day8,20.083368,12.290521
1890,2023,1,day9,18.004369,10.179264
1891,2023,2,day1,23.37068,16.727787
1892,2023,2,day10,21.739411,17.719292
1893,2023,2,day11,24.579929,18.431321
1894,2023,2,day12,26.681876,21.463112
1895,2023,2,day13,25.48978,17.875594
1896,2023,2,day14,23.06311,17.412492
1897,2023,2,day15,24.875589,18.825378
1898,2023,2,day16,21.965726,17.082574
1899,2023,2,day17,26.00849,21.231185
1900,2023,2,day18,22.088148,14.889508
1901,2023,2,day19,26.113507,18.707956
1902,2023,2,day2,23.843926,17.710055
1903,2023,2,day20,26.594219,18.616967
1904,2023,2,day21,23.767591,17.568933
1905,2023,2,day22,22.743916,18.474465
1906,2023,2,day23,21.589214,14.686857
1907,2023,2,day24,23.923142,18.599739
1908,2023,2,day25,21.769291,15.147399
1909,2023,2,day26,21.60027,15.122207
1910,2023,2,day27,26.400712,21.129568
1911,2023,2,day28,23.703876,17.238506
1912,2023,2,day29,22.834053,16.497373
1913,2023,2,day3,21.818289,16.254319
1914,2023,2,day30,24.393312,18.935338
1915,2023,2,day31,22.897999,17.184769
1916,2023,2,day4,25.784908,19.60201
1917,2023,2,day5,26.760806,22.184503
1918,2023,2,day6,25.063734,17.407059
1919,2023,2,day7,25.770103,18.852804
1920,2023,2,day8,23.238783,15.440923
1921,2023,2,day9,24.321145,18.100866
1922,2023,3,day1,23.957195,18.972494
1923,2023,3,day10,27.159911,22.106973
1924,2023,3,day11,29.246218,24.940369
1925,2023,3,day12,24.380603,20.306082
1926,2023,3,day13,26.971273,22.846496
1927,2023,3,day14,27.419546,21.799008
1928,2023,3,day15,27.468421,19.843207
1929,2023,3,day16,27.237767,21.06389
1930,2023,3,day17,29.920572,24.032156
1931,2023,3,day18,28.579387,23.116112
1932,2023,3,day19,25.268043,18.179464
1933,2023,3,day2,25.257357,18.298093
1934,2023,3,day20,28.327564,23.163568
1935,2023,3,day21,26.71641,20.674762
1936,2023,3,day22,26.308914,20.300245
1937,2023,3,day23,27.904274,20.512347
1938,2023,3,day24,28.767444,22.3113
1939,2023,3,day25,24.923265,18.866718
1940,2023,3,day26,26.605526,21.888945
1941,2023,3,day27,29.620474,22.982821
1942,2023,3,day28,29.734617,22.790937
1943,2023,3,day29,26.829224,21.394042
1944,2023,3,day3,26.544948,19.184507
1945,2023,3,day30,25.241118,19.290549
1946,2023,3,day31,24.30537,18.827629
1947,2023,3,day4,24.734038,17.802147
1948,2023,3,day5,29.195518,23.344125
1949,2023,3,day6,26.080653,20.858766
1950,2023,3,day7,27.238234,22.535154
1951,2023,3,day8,27.567969,20.200797
1952,2023,3,day9,29.080485,24.520478
1953,2023,4,day1,25.256851,20.429754
1954,2023,4,day10,28.920019,21.578143
1955,2023,4,day11,28.099977,22.594662
1956,2023,4,day12,30.443455,24.377967
1957,2023,4,day13,27.117388,19.64651
1958,2023,4,day14,27.921169,21.992729
1959,2023,4,day15,28.625266,22.617918
1960,2023,4,day16,25.83381,21.171387
1961,2023,4,day17,25.462529,18.888621
1962,2023,4,day18,26.269103,21.52148
1963,2023,4,day19,27.173338,20.304127
1964,2023,4,day2,30.446357,25.001351
1965,2023,4,day20,25.709981,20.788596
1966,2023,4,day21,29.867036,22.986013
1967,2023,4,day22,27.8891,21.973841
1968,2023,4,day23,26.264224,21.619239
1969,2023,4,day24,30.00019,25.910406
1970,2023,4,day25,25.258866,18.96492
1971,2023,4,day26,25.966775,19.448613
1972,2023,4,day27,25.235145,18.946068
1973,2023,4,day28,25.335472,20.302433
1974,2023,4,day29,26.080225,18.247272
1975,2023,4,day3,27.818045,21.999472
1976,2023,4,day30,28.596145,22.341726
1977,2023,4,day31,25.11172,18.233531
1978,2023,4,day4,25.278625,17.356266
1979,2023,4,day5,26.944427,20.129482
1980,2023,4,day6,28.128237,20.809649
1981,2023,4,day7,30.009234,24.955969
1982,2023,4,day8,28.2661,23.570701
1983,2023,4,day9,28.922052,23.460865
1984,2023,5,day1,27.898674,22.764855
1985,2023,5,day10,25.307086,19.765238
1986,2023,5,day11,24.579624,19.77023
1987,2023,5,day12,29.085753,23.068315
1988,2023,5,day13,26.446973,21.848729
1989,2023,5,day14,24.505995,18.602518
1990,2023,5,day15,27.616692,23.460546
1991,2023,5,day16,28.631413,22.618096
1992,2023,5,day17,24.633302,18.704338
1993,2023,5,day18,24.710176,18.296278
1994,2023,5,day19,28.893334,21.305458
1995,2023,5,day2,24.442694,18.645881
1996,2023,5,day20,28.577426,21.980499
1997,2023,5,day21,27.060469,21.578959
1998,2023,5,day22,24.188833,18.069567
1999,2023,5,day23,25.305121,18.09592
2000,2023,5,day24,28.665537,23.140591
2001,2023,5,day25,27.462492,20.496916
2002,2023,5,day26,28.497439,21.710608
2003,2023,5,day27,24.514505,19.978972
2004,2023,5,day28,26.791051,21.860999
2005,2023,5,day29,29.082523,23.949456
2006,2023,5,day3,29.884858,22.415649
2007,2023,5,day30,29.188801,23.554214
2008,2023,5,day31,25.062329,18.225734
2009,2023,5,day4,24.951604,17.63015
2010,2023,5,day5,27.533236,20.354771
2011,2023,5,day6,28.850922,24.123386
2012,2023,5,day7,27.886096,22.828013
2013,2023,5,day8,28.273324,22.902639
2014,2023,5,day9,26.649024,20.28664
2015,2023,6,day1,25.736535,19.424586
2016,2023,6,day10,25.702731,19.772859
2017,2023,6,day11,23.221278,17.001632
2018,2023,6,day12,22.522666,17.296054
2019,2023,6,day13,23.066138,16.244159
2020,2023,6,day14,25.414695,17.994699
2021,2023,6,day15,24.955697,17.96444
2022,2023,6,day16,23.679569,16.882323
2023,2023,6,day17,21.970771,17.112938
2024,2023,6,day18,23.403365,18.049614
2025,2023,6,day19,24.303457,17.515228
2026,2023,6,day2,21.706972,17.678195
2027,2023,6,day20,25.24074,20.597788
2028,2023,6,day21,26.787422,22.766259
2029,2023,6,day22,21.546532,16.965218
2030,2023,6,day23,26.555171,20.813661
2031,2023,6,day24,21.384483,16.497402
2032,2023,6,day25,21.480238,17.329217
2033,2023,6,day26,23.305956,15.368164
2034,2023,6,day27,24.683794,18.599771
2035,2023,6,day28,25.269635,18.879745
2036,2023,6,day29,26.674295,19.39338
2037,2023,6,day3,24.927277,18.17621
2038,2023,6,day30,24.841748,19.08586
2039,2023,6,day31,22.210243,15.582707
2040,2023,6,day4,22.89541,17.446331
2041,2023,6,day5,21.928671,15.322368
2042,2023,6,day6,22.521796,15.101889
2043,2023,6,day7,23.541369,18.078793
2044,2023,6,day8,22.653363,15.93094
